"date","home_team","away_team","home_score","away_score","tournament","city","country","neutral","score_source","actual_winner_team","home_team_canonical","away_team_canonical","home_team_fifa","away_team_fifa","result","match_id","is_home"
1983-07-10,"Qatar","Sudan",2,0,"Friendly","Doha","Qatar",FALSE,"martj42",NA,"Qatar","Sudan","QAT","SUD",1,"Qatar_Sudan_1983-07-10",TRUE
1983-07-13,"Réunion","Madagascar",0,3,"Friendly","Saint-Pierre","Réunion",FALSE,"martj42",NA,"Réunion","Madagascar",NA,"MAD",0,"Réunion_Madagascar_1983-07-13",TRUE
1983-07-14,"Colombia","Chile",2,2,"Friendly","Bogotá","Colombia",FALSE,"martj42",NA,"Colombia","Chile","COL","CHI",0.5,"Colombia_Chile_1983-07-14",TRUE
1983-07-14,"Mauritania","Niger",0,0,"Friendly","Nouakchott","Mauritania",FALSE,"martj42",NA,"Mauritania","Niger","MTN","NIG",0.5,"Mauritania_Niger_1983-07-14",TRUE
1983-07-14,"Paraguay","Argentina",1,0,"Copa Félix Bogado","Asunción","Paraguay",FALSE,"martj42",NA,"Paraguay","Argentina","PAR","ARG",1,"Paraguay_Argentina_1983-07-14",TRUE
1983-07-16,"Réunion","Mauritius",1,1,"Friendly","Saint-Pierre","Réunion",FALSE,"martj42",NA,"Réunion","Mauritius",NA,"MUR",0.5,"Réunion_Mauritius_1983-07-16",TRUE
1983-07-18,"Hong Kong","Thailand",1,1,"Great Wall Cup","Beijing","China",TRUE,"martj42",NA,"Hong Kong","Thailand","HKG","THA",0.5,"Hong Kong_Thailand_1983-07-18",FALSE
1983-07-18,"Uruguay","Peru",1,1,"Friendly","Montevideo","Uruguay",FALSE,"martj42",NA,"Uruguay","Peru","URU","PER",0.5,"Uruguay_Peru_1983-07-18",TRUE
1983-07-19,"Bolivia","Chile",1,2,"Friendly","La Paz","Bolivia",FALSE,"martj42",NA,"Bolivia","Chile","BOL","CHI",0,"Bolivia_Chile_1983-07-19",TRUE
1983-07-20,"China","Thailand",2,1,"Great Wall Cup","Beijing","China",FALSE,"martj42",NA,"China","Thailand",NA,"THA",1,"China_Thailand_1983-07-20",TRUE
1983-07-20,"Guinea-Bissau","Senegal",1,1,"Amílcar Cabral Cup","Nouakchott","Mauritania",TRUE,"martj42",NA,"Guinea-Bissau","Senegal","GNB","SEN",0.5,"Guinea-Bissau_Senegal_1983-07-20",FALSE
1983-07-20,"Mauritania","Cape Verde",2,0,"Amílcar Cabral Cup","Nouakchott","Mauritania",FALSE,"martj42",NA,"Mauritania","Cape Verde","MTN","CPV",1,"Mauritania_Cape Verde_1983-07-20",TRUE
1983-07-21,"Argentina","Paraguay",0,0,"Copa Félix Bogado","Buenos Aires","Argentina",FALSE,"martj42",NA,"Argentina","Paraguay","ARG","PAR",0.5,"Argentina_Paraguay_1983-07-21",TRUE
1983-07-21,"Gambia","Guinea",4,1,"Amílcar Cabral Cup","Nouakchott","Mauritania",TRUE,"martj42",NA,"Gambia","Guinea","GAM","GUI",1,"Gambia_Guinea_1983-07-21",FALSE
1983-07-21,"Peru","Chile",0,1,"Copa del Pacífico","Lima","Peru",FALSE,"martj42",NA,"Peru","Chile","PER","CHI",0,"Peru_Chile_1983-07-21",TRUE
1983-07-22,"Cape Verde","Mali",1,0,"Amílcar Cabral Cup","Nouakchott","Mauritania",TRUE,"martj42",NA,"Cape Verde","Mali","CPV","MLI",1,"Cape Verde_Mali_1983-07-22",FALSE
1983-07-22,"Guinea-Bissau","Guinea",2,1,"Amílcar Cabral Cup","Nouakchott","Mauritania",TRUE,"martj42",NA,"Guinea-Bissau","Guinea","GNB","GUI",1,"Guinea-Bissau_Guinea_1983-07-22",FALSE
1983-07-23,"Antigua and Barbuda","Martinique",0,2,"CFU Caribbean Cup","Cayenne","French Guiana",TRUE,"martj42",NA,"Antigua and Barbuda","Martinique","ATG",NA,0,"Antigua and Barbuda_Martinique_1983-07-23",FALSE
1983-07-23,"French Guiana","Trinidad and Tobago",0,1,"CFU Caribbean Cup","Cayenne","French Guiana",FALSE,"martj42",NA,"French Guiana","Trinidad and Tobago",NA,"TRI",0,"French Guiana_Trinidad and Tobago_1983-07-23",TRUE
1983-07-23,"Gambia","Senegal",1,2,"Amílcar Cabral Cup","Nouakchott","Mauritania",TRUE,"martj42",NA,"Gambia","Senegal","GAM","SEN",0,"Gambia_Senegal_1983-07-23",FALSE
1983-07-24,"Guinea","Senegal",1,1,"Amílcar Cabral Cup","Nouakchott","Mauritania",TRUE,"martj42",NA,"Guinea","Senegal","GUI","SEN",0.5,"Guinea_Senegal_1983-07-24",FALSE
1983-07-24,"Mauritania","Mali",0,2,"Amílcar Cabral Cup","Nouakchott","Mauritania",FALSE,"martj42",NA,"Mauritania","Mali","MTN","MLI",0,"Mauritania_Mali_1983-07-24",TRUE
1983-07-24,"Paraguay","Chile",1,0,"Friendly","Asunción","Paraguay",FALSE,"martj42",NA,"Paraguay","Chile","PAR","CHI",1,"Paraguay_Chile_1983-07-24",TRUE
1983-07-25,"French Guiana","Antigua and Barbuda",1,0,"CFU Caribbean Cup","Cayenne","French Guiana",FALSE,"martj42",NA,"French Guiana","Antigua and Barbuda",NA,"ATG",1,"French Guiana_Antigua and Barbuda_1983-07-25",TRUE
1983-07-25,"Gambia","Guinea-Bissau",2,2,"Amílcar Cabral Cup","Nouakchott","Mauritania",TRUE,"martj42",NA,"Gambia","Guinea-Bissau","GAM","GNB",0.5,"Gambia_Guinea-Bissau_1983-07-25",FALSE
1983-07-25,"Martinique","Trinidad and Tobago",3,1,"CFU Caribbean Cup","Cayenne","French Guiana",TRUE,"martj42",NA,"Martinique","Trinidad and Tobago",NA,"TRI",1,"Martinique_Trinidad and Tobago_1983-07-25",FALSE
1983-07-26,"Ecuador","Colombia",0,0,"Friendly","Quito","Ecuador",FALSE,"martj42",NA,"Ecuador","Colombia","ECU","COL",0.5,"Ecuador_Colombia_1983-07-26",TRUE
1983-07-26,"El Salvador","Guatemala",0,0,"Friendly","Los Angeles","United States",TRUE,"martj42",NA,"El Salvador","Guatemala","SLV","GUA",0.5,"El Salvador_Guatemala_1983-07-26",FALSE
1983-07-26,"German DR","Russia",1,3,"Friendly","Leipzig","German DR",FALSE,"martj42",NA,"German DR","Russia",NA,"RUS",0,"German DR_Russia_1983-07-26",TRUE
1983-07-27,"Antigua and Barbuda","Trinidad and Tobago",1,2,"CFU Caribbean Cup","Cayenne","French Guiana",TRUE,"martj42",NA,"Antigua and Barbuda","Trinidad and Tobago","ATG","TRI",0,"Antigua and Barbuda_Trinidad and Tobago_1983-07-27",FALSE
1983-07-27,"French Guiana","Martinique",0,0,"CFU Caribbean Cup","Cayenne","French Guiana",FALSE,"martj42",NA,"French Guiana","Martinique",NA,NA,0.5,"French Guiana_Martinique_1983-07-27",TRUE
1983-07-27,"Mali","Senegal",1,2,"Amílcar Cabral Cup","Nouakchott","Mauritania",TRUE,"martj42",NA,"Mali","Senegal","MLI","SEN",0,"Mali_Senegal_1983-07-27",FALSE
1983-07-27,"Mauritania","Guinea-Bissau",1,2,"Amílcar Cabral Cup","Nouakchott","Mauritania",FALSE,"martj42",NA,"Mauritania","Guinea-Bissau","MTN","GNB",0,"Mauritania_Guinea-Bissau_1983-07-27",TRUE
1983-07-27,"Panama","Cuba",0,0,"Friendly","Panama City","Panama",FALSE,"martj42",NA,"Panama","Cuba","PAN","CUB",0.5,"Panama_Cuba_1983-07-27",TRUE
1983-07-28,"Chile","Brazil",0,0,"Friendly","Santiago","Chile",FALSE,"martj42",NA,"Chile","Brazil","CHI","BRA",0.5,"Chile_Brazil_1983-07-28",TRUE
1983-07-28,"Mauritania","Mali",0,2,"Amílcar Cabral Cup","Nouakchott","Mauritania",FALSE,"martj42",NA,"Mauritania","Mali","MTN","MLI",0,"Mauritania_Mali_1983-07-28",TRUE
1983-07-29,"Colombia","Ecuador",0,0,"Friendly","Bogotá","Colombia",FALSE,"martj42",NA,"Colombia","Ecuador","COL","ECU",0.5,"Colombia_Ecuador_1983-07-29",TRUE
1983-07-29,"Guatemala","South Korea",1,1,"Friendly","Los Angeles","United States",TRUE,"martj42",NA,"Guatemala","Korea Republic","GUA","KOR",0.5,"Guatemala_Korea Republic_1983-07-29",FALSE
1983-07-29,"Guinea-Bissau","Senegal",0,3,"Amílcar Cabral Cup","Nouakchott","Mauritania",TRUE,"martj42",NA,"Guinea-Bissau","Senegal","GNB","SEN",0,"Guinea-Bissau_Senegal_1983-07-29",FALSE
1983-07-31,"Panama","Cuba",1,0,"Friendly","La Chorrera","Panama",FALSE,"martj42",NA,"Panama","Cuba","PAN","CUB",1,"Panama_Cuba_1983-07-31",TRUE
1983-08-02,"Congo","Cameroon",2,2,"Friendly","Brazzaville","Congo",FALSE,"martj42",NA,"Congo","Cameroon","CGO","CMR",0.5,"Congo_Cameroon_1983-08-02",TRUE
1983-08-02,"Costa Rica","Cuba",3,0,"Friendly","Alajuela","Costa Rica",FALSE,"martj42",NA,"Costa Rica","Cuba","CRC","CUB",1,"Costa Rica_Cuba_1983-08-02",TRUE
1983-08-03,"Bolivia","Paraguay",2,1,"Friendly","La Paz","Bolivia",FALSE,"martj42",NA,"Bolivia","Paraguay","BOL","PAR",1,"Bolivia_Paraguay_1983-08-03",TRUE
1983-08-03,"Chile","Peru",2,0,"Copa del Pacífico","Arica","Chile",FALSE,"martj42",NA,"Chile","Peru","CHI","PER",1,"Chile_Peru_1983-08-03",TRUE
1983-08-03,"Guatemala","South Korea",2,1,"Friendly","Guatemala City","Guatemala",FALSE,"martj42",NA,"Guatemala","Korea Republic","GUA","KOR",1,"Guatemala_Korea Republic_1983-08-03",TRUE
1983-08-04,"Costa Rica","Cuba",2,0,"Friendly","San José","Costa Rica",FALSE,"martj42",NA,"Costa Rica","Cuba","CRC","CUB",1,"Costa Rica_Cuba_1983-08-04",TRUE
1983-08-05,"Bolivia","Paraguay",1,3,"Friendly","Santa Cruz","Bolivia",FALSE,"martj42",NA,"Bolivia","Paraguay","BOL","PAR",0,"Bolivia_Paraguay_1983-08-05",TRUE
1983-08-07,"Algeria","Bulgaria",2,3,"Friendly","Saint-Denis","France",TRUE,"martj42",NA,"Algeria","Bulgaria","ALG","BUL",0,"Algeria_Bulgaria_1983-08-07",FALSE
1983-08-07,"Vanuatu","Tahiti",1,5,"Friendly","Port Vila","Vanuatu",FALSE,"martj42",NA,"Vanuatu","Tahiti","VAN","TAH",0,"Vanuatu_Tahiti_1983-08-07",TRUE
1983-08-08,"Iceland","Faroe Islands",6,0,"Friendly","Njarðvík","Iceland",FALSE,"martj42",NA,"Iceland","Faroe Islands","ISL","FRO",1,"Iceland_Faroe Islands_1983-08-08",TRUE
1983-08-09,"Costa Rica","South Korea",1,1,"Friendly","San José","Costa Rica",FALSE,"martj42",NA,"Costa Rica","Korea Republic","CRC","KOR",0.5,"Costa Rica_Korea Republic_1983-08-09",TRUE
1983-08-10,"Ecuador","Argentina",2,2,"Copa América","Quito","Ecuador",FALSE,"martj42",NA,"Ecuador","Argentina","ECU","ARG",0.5,"Ecuador_Argentina_1983-08-10",TRUE
1983-08-10,"Norway","Romania",0,0,"Friendly","Oslo","Norway",FALSE,"martj42",NA,"Norway","Romania","NOR","ROU",0.5,"Norway_Romania_1983-08-10",TRUE
1983-08-11,"Peru","Uruguay",1,1,"Friendly","Lima","Peru",FALSE,"martj42",NA,"Peru","Uruguay","PER","URU",0.5,"Peru_Uruguay_1983-08-11",TRUE
1983-08-11,"Vanuatu","Tahiti",1,6,"Friendly","Port Vila","Vanuatu",FALSE,"martj42",NA,"Vanuatu","Tahiti","VAN","TAH",0,"Vanuatu_Tahiti_1983-08-11",TRUE
1983-08-12,"Mauritania","Togo",0,4,"Friendly","Nouakchott","Mauritania",FALSE,"martj42",NA,"Mauritania","Togo","MTN","TOG",0,"Mauritania_Togo_1983-08-12",TRUE
1983-08-13,"Senegal","Algeria",1,1,"African Cup of Nations qualification","Dakar","Senegal",FALSE,"martj42",NA,"Senegal","Algeria","SEN","ALG",0.5,"Senegal_Algeria_1983-08-13",TRUE
1983-08-14,"Bolivia","Colombia",0,1,"Copa América","La Paz","Bolivia",FALSE,"martj42",NA,"Bolivia","Colombia","BOL","COL",0,"Bolivia_Colombia_1983-08-14",TRUE
1983-08-14,"Cameroon","Sudan",5,0,"African Cup of Nations qualification","Yaoundé","Cameroon",FALSE,"martj42",NA,"Cameroon","Sudan","CMR","SUD",1,"Cameroon_Sudan_1983-08-14",TRUE
1983-08-14,"Egypt","Tunisia",1,0,"African Cup of Nations qualification","Cairo","Egypt",FALSE,"martj42",NA,"Egypt","Tunisia","EGY","TUN",1,"Egypt_Tunisia_1983-08-14",TRUE
1983-08-14,"Madagascar","Malawi",0,1,"African Cup of Nations qualification","Antananarivo","Madagascar",FALSE,"martj42",NA,"Madagascar","Malawi","MAD","MWI",0,"Madagascar_Malawi_1983-08-14",TRUE
1983-08-14,"Nigeria","Morocco",0,0,"African Cup of Nations qualification","Benin City","Nigeria",FALSE,"martj42",NA,"Nigeria","Morocco","NGA","MAR",0.5,"Nigeria_Morocco_1983-08-14",TRUE
1983-08-14,"Vanuatu","Tahiti",1,1,"Friendly","Port Vila","Vanuatu",FALSE,"martj42",NA,"Vanuatu","Tahiti","VAN","TAH",0.5,"Vanuatu_Tahiti_1983-08-14",TRUE
1983-08-16,"Fiji","New Zealand",2,0,"Friendly","Suva","Fiji",FALSE,"martj42",NA,"Fiji","New Zealand","FIJ","NZL",1,"Fiji_New Zealand_1983-08-16",TRUE
1983-08-17,"Chile","Paraguay",3,2,"Friendly","Antofagasta","Chile",FALSE,"martj42",NA,"Chile","Paraguay","CHI","PAR",1,"Chile_Paraguay_1983-08-17",TRUE
1983-08-17,"Ecuador","Brazil",0,1,"Copa América","Quito","Ecuador",FALSE,"martj42",NA,"Ecuador","Brazil","ECU","BRA",0,"Ecuador_Brazil_1983-08-17",TRUE
1983-08-17,"Iceland","Sweden",0,4,"Friendly","Reykjavík","Iceland",FALSE,"martj42",NA,"Iceland","Sweden","ISL","SWE",0,"Iceland_Sweden_1983-08-17",TRUE
1983-08-17,"Peru","Colombia",1,0,"Copa América","Lima","Peru",FALSE,"martj42",NA,"Peru","Colombia","PER","COL",1,"Peru_Colombia_1983-08-17",TRUE
1983-08-18,"Fiji","New Zealand",0,1,"Friendly","Nadi","Fiji",FALSE,"martj42",NA,"Fiji","New Zealand","FIJ","NZL",0,"Fiji_New Zealand_1983-08-18",TRUE
1983-08-20,"Greece","Libya",3,2,"Friendly","Athens","Greece",FALSE,"martj42",NA,"Greece","Libya","GRE","LBY",1,"Greece_Libya_1983-08-20",TRUE
1983-08-20,"Niue","Tahiti",0,14,"South Pacific Games","Apia","Western Samoa",TRUE,"martj42",NA,"Niue","Tahiti",NA,"TAH",0,"Niue_Tahiti_1983-08-20",FALSE
1983-08-20,"Tonga","Wallis Islands and Futuna",0,3,"South Pacific Games","Apia","Western Samoa",TRUE,"martj42",NA,"Tonga","Wallis Islands and Futuna","TGA",NA,0,"Tonga_Wallis Islands and Futuna_1983-08-20",FALSE
1983-08-20,"Samoa","American Samoa",3,1,"South Pacific Games","Apia","Western Samoa",FALSE,"martj42",NA,"Samoa","American Samoa",NA,NA,1,"Samoa_American Samoa_1983-08-20",TRUE
1983-08-21,"Bolivia","Peru",1,1,"Copa América","La Paz","Bolivia",FALSE,"martj42",NA,"Bolivia","Peru","BOL","PER",0.5,"Bolivia_Peru_1983-08-21",TRUE
1983-08-22,"American Samoa","Wallis Islands and Futuna",3,0,"South Pacific Games","Apia","Western Samoa",TRUE,"martj42",NA,"American Samoa","Wallis Islands and Futuna",NA,NA,1,"American Samoa_Wallis Islands and Futuna_1983-08-22",FALSE
1983-08-22,"Niue","Papua New Guinea",0,19,"South Pacific Games","Apia","Western Samoa",TRUE,"martj42",NA,"Niue","Papua New Guinea",NA,"PNG",0,"Niue_Papua New Guinea_1983-08-22",FALSE
1983-08-22,"Samoa","Tonga",3,3,"South Pacific Games","Apia","Western Samoa",FALSE,"martj42",NA,"Samoa","Tonga",NA,"TGA",0.5,"Samoa_Tonga_1983-08-22",TRUE
1983-08-22,"Fiji","Solomon Islands",10,0,"South Pacific Games","Apia","Western Samoa",TRUE,"martj42",NA,"Fiji","Solomon Islands","FIJ","SOL",1,"Fiji_Solomon Islands_1983-08-22",FALSE
1983-08-24,"American Samoa","Tonga",2,3,"South Pacific Games","Apia","Western Samoa",TRUE,"martj42",NA,"American Samoa","Tonga",NA,"TGA",0,"American Samoa_Tonga_1983-08-24",FALSE
1983-08-24,"Argentina","Brazil",1,0,"Copa América","Buenos Aires","Argentina",FALSE,"martj42",NA,"Argentina","Brazil","ARG","BRA",1,"Argentina_Brazil_1983-08-24",TRUE
1983-08-24,"Chile","Bolivia",4,2,"Friendly","Arica","Chile",FALSE,"martj42",NA,"Chile","Bolivia","CHI","BOL",1,"Chile_Bolivia_1983-08-24",TRUE
1983-08-24,"Romania","German DR",1,0,"Friendly","Bucharest","Romania",FALSE,"martj42",NA,"Romania","German DR","ROU",NA,1,"Romania_German DR_1983-08-24",TRUE
1983-08-24,"Samoa","Wallis Islands and Futuna",1,2,"South Pacific Games","Apia","Western Samoa",TRUE,"martj42",NA,"Samoa","Wallis Islands and Futuna",NA,NA,0,"Samoa_Wallis Islands and Futuna_1983-08-24",FALSE
1983-08-24,"Turkey","Libya",0,0,"Friendly","Istanbul","Turkey",FALSE,"martj42",NA,"Turkey","Libya","TUR","LBY",0.5,"Turkey_Libya_1983-08-24",TRUE
1983-08-24,"Papua New Guinea","Tahiti",1,2,"South Pacific Games","Apia","Western Samoa",TRUE,"martj42",NA,"Papua New Guinea","Tahiti","PNG","TAH",0,"Papua New Guinea_Tahiti_1983-08-24",FALSE
1983-08-25,"Algeria","Ivory Coast",3,0,"Friendly","Algiers","Algeria",FALSE,"martj42",NA,"Algeria","Ivory Coast","ALG","CIV",1,"Algeria_Ivory Coast_1983-08-25",TRUE
1983-08-25,"Uruguay","Paraguay",0,0,"Friendly","Montevideo","Uruguay",FALSE,"martj42",NA,"Uruguay","Paraguay","URU","PAR",0.5,"Uruguay_Paraguay_1983-08-25",TRUE
1983-08-26,"Fiji","Vanuatu",6,0,"South Pacific Games","Apia","Western Samoa",TRUE,"martj42",NA,"Fiji","Vanuatu","FIJ","VAN",1,"Fiji_Vanuatu_1983-08-26",FALSE
1983-08-28,"Algeria","Senegal",2,0,"African Cup of Nations qualification","Algiers","Algeria",FALSE,"martj42",NA,"Algeria","Senegal","ALG","SEN",1,"Algeria_Senegal_1983-08-28",TRUE
1983-08-28,"Colombia","Peru",2,2,"Copa América","Bogotá","Colombia",FALSE,"martj42",NA,"Colombia","Peru","COL","PER",0.5,"Colombia_Peru_1983-08-28",TRUE
1983-08-28,"Malawi","Madagascar",1,1,"African Cup of Nations qualification","Blantyre","Malawi",FALSE,"martj42",NA,"Malawi","Madagascar","MWI","MAD",0.5,"Malawi_Madagascar_1983-08-28",TRUE
1983-08-28,"Morocco","Nigeria",0,0,"African Cup of Nations qualification","Rabat","Morocco",FALSE,"martj42",NA,"Morocco","Nigeria","MAR","NGA",0.5,"Morocco_Nigeria_1983-08-28",TRUE
1983-08-28,"Sudan","Cameroon",2,0,"African Cup of Nations qualification","Khartoum","Sudan",FALSE,"martj42",NA,"Sudan","Cameroon","SUD","CMR",1,"Sudan_Cameroon_1983-08-28",TRUE
1983-08-28,"Togo","Ethiopia",3,0,"African Cup of Nations qualification","Lomé","Togo",FALSE,"martj42",NA,"Togo","Ethiopia","TOG","ETH",1,"Togo_Ethiopia_1983-08-28",TRUE
1983-08-28,"Tunisia","Egypt",0,0,"African Cup of Nations qualification","Tunis","Tunisia",FALSE,"martj42",NA,"Tunisia","Egypt","TUN","EGY",0.5,"Tunisia_Egypt_1983-08-28",TRUE
1983-08-29,"Libya","Zimbabwe",3,1,"Friendly","Tripoli","Libya",FALSE,"martj42",NA,"Libya","Zimbabwe","LBY","ZIM",1,"Libya_Zimbabwe_1983-08-29",TRUE
1983-08-31,"Colombia","Bolivia",2,2,"Copa América","Bogotá","Colombia",FALSE,"martj42",NA,"Colombia","Bolivia","COL","BOL",0.5,"Colombia_Bolivia_1983-08-31",TRUE
1983-08-31,"Greece","Bulgaria",2,3,"Friendly","Athens","Greece",FALSE,"martj42",NA,"Greece","Bulgaria","GRE","BUL",0,"Greece_Bulgaria_1983-08-31",TRUE
1983-09-01,"Brazil","Ecuador",5,0,"Copa América","Goiânia","Brazil",FALSE,"martj42",NA,"Brazil","Ecuador","BRA","ECU",1,"Brazil_Ecuador_1983-09-01",TRUE
1983-09-01,"Uruguay","Chile",2,1,"Copa América","Montevideo","Uruguay",FALSE,"martj42",NA,"Uruguay","Chile","URU","CHI",1,"Uruguay_Chile_1983-09-01",TRUE
1983-09-03,"Malaysia","Singapore",0,0,"Friendly","Kuala Lumpur","Malaysia",FALSE,"martj42",NA,"Malaysia","Singapore","MAS","SIN",0.5,"Malaysia_Singapore_1983-09-03",TRUE
1983-09-04,"Peru","Bolivia",2,1,"Copa América","Lima","Peru",FALSE,"martj42",NA,"Peru","Bolivia","PER","BOL",1,"Peru_Bolivia_1983-09-04",TRUE
1983-09-04,"Uruguay","Venezuela",3,0,"Copa América","Montevideo","Uruguay",FALSE,"martj42",NA,"Uruguay","Venezuela","URU","VEN",1,"Uruguay_Venezuela_1983-09-04",TRUE
1983-09-07,"Argentina","Ecuador",2,2,"Copa América","Buenos Aires","Argentina",FALSE,"martj42",NA,"Argentina","Ecuador","ARG","ECU",0.5,"Argentina_Ecuador_1983-09-07",TRUE
1983-09-07,"Denmark","France",3,1,"Friendly","Copenhagen","Denmark",FALSE,"martj42",NA,"Denmark","France","DEN","FRA",1,"Denmark_France_1983-09-07",TRUE
1983-09-07,"Finland","Sweden",0,3,"Nordic Championship","Helsinki","Finland",FALSE,"martj42",NA,"Finland","Sweden","FIN","SWE",0,"Finland_Sweden_1983-09-07",TRUE
1983-09-07,"Hungary","Germany",1,1,"Friendly","Budapest","Hungary",FALSE,"martj42",NA,"Hungary","Germany","HUN","GER",0.5,"Hungary_Germany_1983-09-07",TRUE
1983-09-07,"Netherlands","Iceland",3,0,"UEFA Euro qualification","Groningen","Netherlands",FALSE,"martj42",NA,"Netherlands","Iceland","NED","ISL",1,"Netherlands_Iceland_1983-09-07",TRUE
1983-09-07,"Norway","Bulgaria",1,2,"UEFA Euro qualification","Oslo","Norway",FALSE,"martj42",NA,"Norway","Bulgaria","NOR","BUL",0,"Norway_Bulgaria_1983-09-07",TRUE
1983-09-07,"Poland","Romania",2,2,"Friendly","Kraków","Poland",FALSE,"martj42",NA,"Poland","Romania","POL","ROU",0.5,"Poland_Romania_1983-09-07",TRUE
1983-09-07,"Switzerland","Czechoslovakia",0,0,"Friendly","Neuchâtel","Switzerland",FALSE,"martj42",NA,"Switzerland","Czechoslovakia","SUI",NA,0.5,"Switzerland_Czechoslovakia_1983-09-07",TRUE
1983-09-08,"Chile","Venezuela",5,0,"Copa América","Santiago","Chile",FALSE,"martj42",NA,"Chile","Venezuela","CHI","VEN",1,"Chile_Venezuela_1983-09-08",TRUE
1983-09-10,"Singapore","Malaysia",0,1,"Friendly","Kallang","Singapore",FALSE,"martj42",NA,"Singapore","Malaysia","SIN","MAS",0,"Singapore_Malaysia_1983-09-10",TRUE
1983-09-11,"Chile","Uruguay",2,0,"Copa América","Santiago","Chile",FALSE,"martj42",NA,"Chile","Uruguay","CHI","URU",1,"Chile_Uruguay_1983-09-11",TRUE
1983-09-11,"New Caledonia","Vanuatu",6,2,"South Pacific Games","Apia","Western Samoa",TRUE,"martj42",NA,"New Caledonia","Vanuatu","NCL","VAN",1,"New Caledonia_Vanuatu_1983-09-11",FALSE
1983-09-11,"New Caledonia","Solomon Islands",1,0,"South Pacific Games","Apia","Western Samoa",TRUE,"martj42",NA,"New Caledonia","Solomon Islands","NCL","SOL",1,"New Caledonia_Solomon Islands_1983-09-11",FALSE
1983-09-13,"Fiji","New Caledonia",5,1,"South Pacific Games","Apia","Western Samoa",TRUE,"martj42",NA,"Fiji","New Caledonia","FIJ","NCL",1,"Fiji_New Caledonia_1983-09-13",FALSE
1983-09-14,"Brazil","Argentina",0,0,"Copa América","Rio de Janeiro","Brazil",FALSE,"martj42",NA,"Brazil","Argentina","BRA","ARG",0.5,"Brazil_Argentina_1983-09-14",TRUE
1983-09-14,"Fiji","New Caledonia",3,2,"South Pacific Games","Apia","Western Samoa",TRUE,"martj42",NA,"Fiji","New Caledonia","FIJ","NCL",1,"Fiji_New Caledonia_1983-09-14",FALSE
1983-09-14,"Fiji","Papua New Guinea",2,0,"South Pacific Games","Apia","Western Samoa",TRUE,"martj42",NA,"Fiji","Papua New Guinea","FIJ","PNG",1,"Fiji_Papua New Guinea_1983-09-14",FALSE
1983-09-14,"New Caledonia","Wallis Islands and Futuna",4,0,"South Pacific Games","Apia","Western Samoa",TRUE,"martj42",NA,"New Caledonia","Wallis Islands and Futuna","NCL",NA,1,"New Caledonia_Wallis Islands and Futuna_1983-09-14",FALSE
1983-09-14,"Papua New Guinea","Tahiti",1,6,"South Pacific Games","Apia","Western Samoa",TRUE,"martj42",NA,"Papua New Guinea","Tahiti","PNG","TAH",0,"Papua New Guinea_Tahiti_1983-09-14",FALSE
1983-09-14,"Samoa","Tahiti",0,2,"South Pacific Games","Apia","Western Samoa",FALSE,"martj42",NA,"Samoa","Tahiti",NA,"TAH",0,"Samoa_Tahiti_1983-09-14",TRUE
1983-09-15,"Fiji","Tahiti",0,1,"South Pacific Games","Apia","Western Samoa",TRUE,"martj42",NA,"Fiji","Tahiti","FIJ","TAH",0,"Fiji_Tahiti_1983-09-15",FALSE
1983-09-15,"New Caledonia","Papua New Guinea",2,1,"South Pacific Games","Apia","Western Samoa",TRUE,"martj42",NA,"New Caledonia","Papua New Guinea","NCL","PNG",1,"New Caledonia_Papua New Guinea_1983-09-15",FALSE
1983-09-18,"Venezuela","Uruguay",1,2,"Copa América","Caracas","Venezuela",FALSE,"martj42",NA,"Venezuela","Uruguay","VEN","URU",0,"Venezuela_Uruguay_1983-09-18",TRUE
1983-09-19,"Ghana","Thailand",2,1,"Merdeka Tournament","Kuala Lumpur","Malaysia",TRUE,"martj42",NA,"Ghana","Thailand","GHA","THA",1,"Ghana_Thailand_1983-09-19",FALSE
1983-09-19,"Malaysia","Nepal",7,0,"Merdeka Tournament","Kota Bharu","Malaysia",FALSE,"martj42",NA,"Malaysia","Nepal","MAS","NEP",1,"Malaysia_Nepal_1983-09-19",TRUE
1983-09-21,"Belgium","Netherlands",1,1,"Friendly","Brussels","Belgium",FALSE,"martj42",NA,"Belgium","Netherlands","BEL","NED",0.5,"Belgium_Netherlands_1983-09-21",TRUE
1983-09-21,"England","Denmark",0,1,"UEFA Euro qualification","London","England",FALSE,"martj42",NA,"England","Denmark","ENG","DEN",0,"England_Denmark_1983-09-21",TRUE
